fold,loss,acc,f1,auc,n_val
1,1.5998418401512835,0.5992578849721707,0.6737160120845922,0.7368123799841861,539
2,0.7885392589701546,0.7568093385214008,0.8221906116642959,0.7689577916237388,514
3,0.8001171913411882,0.656084656084656,0.7375504710632571,0.7177202588352414,567
4,1.7554398443963792,0.6979742173112339,0.7302631578947368,0.7287652645861601,543
5,1.838860949708356,0.7210144927536232,0.8070175438596491,0.6816690340909091,552
