accuracy,precision,recall,f1,roc_auc,fold,best_inner_auc
0.7272727272727273,0.7647058823529411,0.8666666666666667,0.8125,0.8095238095238095,1,0.7368421052631579
0.7727272727272727,0.8125,0.8666666666666667,0.8387096774193549,0.8095238095238095,2,0.734990253411306
0.5909090909090909,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.7232142857142857,3,0.8499025341130605
0.7619047619047619,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8061224489795918,4,0.749317738791423
0.7142857142857143,0.75,0.8571428571428571,0.8,0.7653061224489797,5,0.7855750487329435
