accuracy,f1,roc_auc,fold
0.4,0.18181818181818182,0.5714285714285714,1
0.6,0.4,0.5178571428571428,2
0.21428571428571427,0.0,0.5,3
0.5,0.2222222222222222,0.40816326530612246,4
0.5714285714285714,0.25,0.6122448979591837,5
