accuracy,f1,roc_auc,fold
0.75,0.8181818181818182,1.0,1
0.8666666666666667,0.9166666666666666,0.8055555555555556,2
0.9333333333333333,0.9565217391304348,0.9166666666666666,3
0.8666666666666667,0.9166666666666666,0.888888888888889,4
0.9333333333333333,0.96,0.8055555555555556,5
