accuracy,f1,roc_auc,fold
0.4,0.3076923076923077,0.4107142857142857,1
0.4666666666666667,0.42857142857142855,0.4107142857142857,2
0.6428571428571429,0.6666666666666666,0.6326530612244898,3
0.5714285714285714,0.25,0.5306122448979592,4
0.5714285714285714,0.625,0.5510204081632653,5
