accuracy,f1,roc_auc,fold
0.5333333333333333,0.46153846153846156,0.4107142857142857,1
0.4666666666666667,0.3333333333333333,0.5535714285714286,2
0.7857142857142857,0.8,0.8571428571428571,3
0.5,0.36363636363636365,0.3469387755102041,4
0.5,0.46153846153846156,0.6122448979591837,5
