accuracy,f1,roc_auc,fold
0.9375,0.9629629629629629,1.0,1
0.8,0.8888888888888888,0.6944444444444445,2
0.9333333333333333,0.96,0.9722222222222223,3
0.8,0.8695652173913043,0.9444444444444445,4
0.8666666666666667,0.9166666666666666,0.888888888888889,5
