accuracy,f1,roc_auc,fold
0.8,0.8421052631578947,0.785,1
0.5666666666666667,0.6486486486486487,0.615,2
0.6666666666666666,0.75,0.69377990430622,3
0.6896551724137931,0.7692307692307693,0.6684210526315789,4
0.6206896551724138,0.717948717948718,0.7368421052631579,5
