accuracy,f1,roc_auc,fold
0.9375,0.96,0.9743589743589745,1
0.8666666666666667,0.9230769230769231,0.8055555555555556,2
0.8666666666666667,0.9166666666666666,0.9722222222222223,3
0.8666666666666667,0.9166666666666666,0.9166666666666666,4
0.8,0.88,0.8333333333333334,5
