accuracy,f1,roc_auc,fold
1.0,1.0,1.0,1
0.9333333333333333,0.96,0.7777777777777779,2
0.9333333333333333,0.9565217391304348,0.9722222222222223,3
0.8,0.8695652173913043,0.9444444444444445,4
0.8666666666666667,0.9166666666666666,0.7222222222222223,5
