accuracy,f1,roc_auc,fold
0.6875,0.7619047619047619,1.0,1
0.8666666666666667,0.9166666666666666,0.6944444444444445,2
0.9333333333333333,0.9565217391304348,0.9722222222222223,3
0.8,0.8571428571428571,0.9444444444444445,4
0.6666666666666666,0.7619047619047619,0.888888888888889,5
