iter	Logloss
0	0.6648497052
1	0.6405348778
2	0.6197517713
3	0.5983965132
4	0.5797115962
5	0.5614796215
6	0.5439119339
7	0.5307963159
8	0.5150295893
9	0.503100925
10	0.4912277857
11	0.4815186395
12	0.4698093202
13	0.4622938368
14	0.4477553897
15	0.4358656671
16	0.4238873588
17	0.414131403
18	0.4066082107
19	0.400204685
20	0.3954186969
21	0.3879582087
22	0.3825833268
23	0.378625181
24	0.3714120653
25	0.3665267891
26	0.3597512245
27	0.3547429509
28	0.3488364749
29	0.3410767184
30	0.3387667603
31	0.3356572787
32	0.3308580187
33	0.3255255487
34	0.322398848
35	0.31770934
36	0.3128840923
37	0.3072106573
38	0.3030963739
39	0.3003054195
40	0.2955663469
41	0.2937495179
42	0.2915359073
43	0.2879497475
44	0.2861688402
45	0.284140057
46	0.2800285551
47	0.2764905824
48	0.2716017829
49	0.2658618291
50	0.2638950348
51	0.2594299846
52	0.2564606667
53	0.2531500128
54	0.2489447329
55	0.2462872664
56	0.2422272364
57	0.2384870317
58	0.2378667725
59	0.2353819211
60	0.2316201528
61	0.2304102845
62	0.226571401
63	0.2244019773
64	0.2224376202
65	0.2187518279
66	0.2173582183
67	0.2152414322
68	0.2132444647
69	0.2111315065
70	0.209413449
71	0.2073172728
72	0.2049065696
73	0.2037244638
74	0.2028248443
75	0.1993108723
76	0.1973075204
77	0.1951831049
78	0.1934538152
79	0.190530565
80	0.1883893808
81	0.1861196889
82	0.1848253144
83	0.1807610459
84	0.1778466172
85	0.1769693295
86	0.1742612521
87	0.1729268895
88	0.1710774369
89	0.1701308886
90	0.1688597732
91	0.1652430693
92	0.1630099085
93	0.1619514624
94	0.1591192616
95	0.1572928031
96	0.1543133656
97	0.1525490019
98	0.1507635646
99	0.1491720412
100	0.14683138
101	0.1447460916
102	0.1425834629
103	0.1411847803
104	0.1399965286
105	0.1379022996
106	0.1368986103
107	0.1345755789
108	0.1338572767
109	0.1319806178
110	0.130311754
111	0.1289346086
112	0.1276637316
113	0.1259473827
114	0.1235618194
115	0.1221395996
116	0.1206918557
117	0.1192792786
118	0.1176051431
119	0.1157753468
120	0.115029335
121	0.1141180462
122	0.1135313776
123	0.1122204065
124	0.1110831036
125	0.1101927426
126	0.1084199746
127	0.1074213319
128	0.1056547629
129	0.1040385299
130	0.1027222342
131	0.1016176807
132	0.09982987245
133	0.09894470374
134	0.09745541546
135	0.096661018
136	0.09580055873
137	0.09510917134
138	0.09471716483
139	0.09409662088
140	0.09335536427
141	0.09274613857
142	0.09207917584
143	0.09088266558
144	0.0900573598
145	0.08930577172
146	0.08840654294
147	0.08713354005
148	0.08589164416
149	0.08529222012
150	0.08419941531
151	0.08359334204
152	0.08281487889
153	0.08239585823
154	0.08107528422
155	0.0805115766
156	0.07963933547
157	0.07899648613
158	0.07805972629
159	0.07747987906
160	0.07654849688
161	0.07568804423
162	0.07417677508
163	0.0737030771
164	0.07272497813
165	0.07187378407
166	0.07149891059
167	0.07062653701
168	0.07007203499
169	0.06953855356
170	0.06900594632
171	0.06806343132
172	0.06727570958
173	0.0668415361
174	0.06595196327
175	0.06491466363
176	0.06439442105
177	0.06408829159
178	0.06316139301
179	0.06240947379
180	0.06197758516
181	0.0612927609
182	0.06099245283
183	0.06041228771
184	0.0597679615
185	0.05929197868
186	0.05876843135
187	0.05832493305
188	0.05758965015
189	0.05702903536
190	0.05634845628
191	0.05592653486
192	0.05562178294
193	0.05503254467
194	0.05461185508
195	0.05394457115
196	0.05329786407
197	0.05280310247
198	0.05212403337
199	0.05174055033
200	0.05132324166
201	0.05076859395
202	0.05042873157
203	0.05019221703
204	0.04984146357
205	0.04961664809
206	0.04922377401
207	0.04892854227
208	0.04856574535
209	0.04831366407
210	0.04801911778
211	0.04775659906
212	0.04750134548
213	0.0472465588
214	0.04709210661
215	0.0467997392
216	0.04636292325
217	0.04585951567
218	0.04542201426
219	0.04504605134
220	0.04474252794
221	0.04451750384
222	0.04431826539
223	0.04393440154
224	0.04373696115
225	0.04346992241
226	0.0432379312
227	0.04297902849
228	0.04261524479
229	0.04232440061
230	0.04201585054
231	0.0418192082
232	0.04142677122
233	0.04111455546
234	0.04070073366
235	0.04026703702
236	0.04007151392
237	0.03977394766
238	0.03946128488
239	0.03920337227
240	0.03884567155
241	0.03857203987
242	0.03841460745
243	0.03814700246
244	0.03774071733
245	0.03745011489
246	0.03715612822
247	0.03685204188
248	0.03644500176
249	0.03630801373
250	0.03600613938
251	0.03572632207
252	0.03550783131
253	0.03533396787
254	0.03520435757
255	0.03496300512
256	0.03473118279
257	0.03456355797
258	0.03438601891
259	0.0340703792
260	0.03392798371
261	0.03360517157
262	0.0334405899
263	0.0330935816
264	0.03291621473
265	0.03251085679
266	0.03213656611
267	0.03200692601
268	0.03190856179
269	0.03178080916
270	0.03154636754
271	0.0314283371
272	0.03132484357
273	0.03110369047
274	0.03090393874
275	0.03071475029
276	0.03060310086
277	0.03035836418
278	0.03014478419
279	0.02998008331
280	0.02977682153
281	0.02950703767
282	0.02932726675
283	0.02913319733
284	0.02886046966
285	0.02869101034
286	0.02847810586
287	0.02831694815
288	0.02813441886
289	0.02794088258
290	0.02777979771
291	0.02760847741
292	0.02752960059
293	0.02735868427
294	0.02721297907
295	0.02704164717
296	0.02691118585
297	0.02677747111
298	0.02660191887
299	0.02646591928
300	0.0263604025
301	0.02624789377
302	0.02612883184
303	0.02603111168
304	0.0258587367
305	0.02576797538
306	0.025621593
307	0.02549292975
308	0.02540422479
309	0.02529041966
310	0.02515915367
311	0.02497594886
312	0.02485670812
313	0.02478842437
314	0.02460772792
315	0.02446504434
316	0.02429836657
317	0.02410626411
318	0.02396191822
319	0.02379973067
320	0.02370019423
321	0.02356851763
322	0.02346415983
323	0.02340311143
324	0.02324638102
325	0.02300779687
326	0.02287026909
327	0.02280252013
328	0.02274333272
329	0.02263126108
330	0.02249985602
331	0.02242956228
332	0.02237489488
333	0.0222321252
334	0.02216764291
335	0.02205686768
336	0.02196287778
337	0.02186168896
338	0.02177108659
339	0.02163440817
340	0.02148686184
341	0.02141994238
342	0.02132173379
343	0.02126096851
344	0.02120053768
345	0.02110603783
346	0.02104403244
347	0.02096845044
348	0.02084159023
349	0.02078190777
350	0.02070673141
351	0.02066629794
352	0.02060499291
353	0.02051453458
354	0.02041320006
355	0.02031440371
356	0.02025971148
357	0.02007200652
358	0.01991036865
359	0.01976398461
360	0.01968905164
361	0.01959483491
362	0.0195417636
363	0.01946818332
364	0.01937699318
365	0.01932326621
366	0.01924189594
367	0.01915961835
368	0.01910066605
369	0.01904914776
370	0.01893942224
371	0.01885419091
372	0.01880242096
373	0.01875208153
374	0.0187129279
375	0.01866899265
376	0.01854640411
377	0.01849829819
378	0.01838129428
379	0.01828099953
380	0.01818668346
381	0.0181068182
382	0.01799018515
383	0.01794989241
384	0.01791205671
385	0.01783907082
386	0.01777225402
387	0.01770452327
388	0.01766339938
389	0.01759038038
390	0.01755604645
391	0.01748654743
392	0.01744173302
393	0.01736673713
394	0.0173106326
395	0.01727405522
396	0.01723044117
397	0.01716908813
398	0.01713654233
399	0.01703357531
