AUROC,Precision,Recall,Accuracy,F1,fold,thr
0.8738095238095238,0.8947368421052632,0.6071428571428571,0.7758620689655172,0.723404255319149,1,0.7315926944957579
0.8428571428571427,0.8888888888888888,0.5714285714285714,0.7586206896551724,0.6956521739130435,2,0.7313127785102767
0.8916666666666667,0.6774193548387096,0.75,0.7068965517241379,0.711864406779661,3,0.7313330179591359
0.8596908442330559,0.8571428571428571,0.6206896551724138,0.7586206896551724,0.72,4,0.834063838625214
0.8573127229488704,0.7333333333333333,0.3793103448275862,0.6206896551724138,0.5,5,0.8340698773337928
