AUROC,Precision,Recall,Accuracy,F1,fold,w,thr
0.8857142857142858,0.8148148148148148,0.7857142857142857,0.8103448275862069,0.8,1,0.55,0.4514530843559529
0.8297619047619048,0.7777777777777778,0.75,0.7758620689655172,0.7636363636363637,2,0.55,0.4513094282047538
0.8523809523809524,0.6428571428571429,0.9642857142857143,0.7241379310344828,0.7714285714285715,3,0.55,0.4139402761620541
0.8608799048751486,0.7027027027027027,0.896551724137931,0.7586206896551724,0.7878787878787878,4,0.55,0.41840373174479345
0.8846611177170036,0.7222222222222222,0.896551724137931,0.7758620689655172,0.8,5,0.55,0.41805214941051405
