accuracy,f1,roc_auc,fold
0.7333333333333333,0.8,0.77,1
0.7333333333333333,0.7894736842105263,0.8,2
0.6666666666666666,0.75,0.69377990430622,3
0.6896551724137931,0.7804878048780488,0.7263157894736842,4
0.6551724137931034,0.75,0.7157894736842105,5
