accuracy,f1,roc_auc,fold
0.7666666666666667,0.8,0.785,1
0.8,0.8333333333333334,0.84,2
0.7333333333333333,0.7777777777777778,0.8038277511961722,3
0.6896551724137931,0.7272727272727273,0.7789473684210526,4
0.6896551724137931,0.7272727272727273,0.7,5
