accuracy,f1,roc_auc,fold
0.7333333333333333,0.7777777777777778,0.73,1
0.8333333333333334,0.8648648648648649,0.7750000000000001,2
0.7666666666666667,0.7878787878787878,0.8229665071770335,3
0.6206896551724138,0.6666666666666666,0.7631578947368421,4
0.5862068965517241,0.625,0.5684210526315789,5
