accuracy,f1,roc_auc,fold
0.8,0.8333333333333334,0.81,1
0.7333333333333333,0.8,0.735,2
0.6333333333333333,0.7317073170731707,0.7272727272727273,3
0.6896551724137931,0.7804878048780488,0.7473684210526317,4
0.6896551724137931,0.7804878048780488,0.7210526315789473,5
