accuracy,f1,roc_auc,fold
0.7333333333333333,0.8,0.755,1
0.7666666666666667,0.8205128205128205,0.8049999999999999,2
0.7666666666666667,0.8205128205128205,0.7081339712918661,3
0.6551724137931034,0.75,0.6631578947368422,4
0.7241379310344828,0.7894736842105263,0.7157894736842105,5
