Frame #	Time [s]	ACC ML [g]	ACC AP [g]	ACC SI [g]	GYR ML [deg/s]	GYR AP [deg/s]	GYR SI [deg/s]
1	0.0078125	0.0213325998690282	-0.121454558613016	1.06986618584288	3.70746038116241	1.19111600779818	-3.68514368998404
2	0.015625	0.0183237359781843	-0.1180106624475	1.06975605152273	4.07435557528696	1.32120998663447	-3.25549810792989
3	0.0234375	0.0193314225572202	-0.11594535745536	1.07057947286276	4.08791305903689	1.33285012781451	-3.60614540082871
4	0.03125	0.018855803149597	-0.117463340673755	1.07219371541829	4.20938695070147	1.4598306211933	-4.19564914284827
5	0.0390625	0.0185429128227893	-0.117703889986548	1.06936036657536	3.98610597064364	1.47482967491025	-4.02784055037853
6	0.046875	0.020145905867381	-0.117156391043769	1.07025210531129	3.93501615970648	1.35274304510324	-4.13285590043482
7	0.0546875	0.0214402998251308	-0.117048873473134	1.07106467398063	3.88212746383659	1.37175247736709	-3.80361992099721
8	0.0625	0.0209539171672555	-0.118768802467715	1.0692704246852	3.86855592065361	1.24529199249178	-3.89099676237767
9	0.0703125	0.0213693299670552	-0.116908400554099	1.0701100644136	3.91329883994325	1.30408877549399	-3.75885322858058
10	0.078125	0.0195460309825704	-0.120828067862516	1.06949144179053	3.63252165327162	1.31280590064469	-2.93151335331883
11	0.0859375	0.0195702838007278	-0.115601509682369	1.07110772350816	3.73693231455059	1.16657425999474	-3.06968142210973
12	0.09375	0.0218366991819431	-0.115317078805952	1.07018849493627	3.8439272533706	1.31002236393815	-3.40486469418084
13	0.1015625	0.01851635673548	-0.117020753853456	1.07017155536324	3.9364496746281	1.20442686519635	-3.4934657911397
14	0.109375	0.0231328593208247	-0.116775505500599	1.0694228921487	3.91932566097508	1.0618780957257	-3.62551512989322
15	0.1171875	0.0246269311676921	-0.116322599914065	1.06948229337453	3.96351078797141	0.996697242045171	-3.56058769772539
16	0.125	0.020716505813416	-0.113076622722986	1.07011180972765	3.92688352845023	0.779007132921681	-3.12720752443476
