accuracy,f1,roc_auc
0.6818181818181818,0.8108108108108109,0.5428571428571429
0.6818181818181818,0.8108108108108109,0.319047619047619
0.6363636363636364,0.7777777777777778,0.4375
0.6666666666666666,0.8,0.5510204081632654
0.6666666666666666,0.8,0.7244897959183674
