accuracy,f1,roc_auc,fold
0.5333333333333333,0.36363636363636365,0.5446428571428572,1
0.6666666666666666,0.4444444444444444,0.5803571428571428,2
0.42857142857142855,0.6,0.7142857142857142,3
0.5,0.2222222222222222,0.4897959183673469,4
0.42857142857142855,0.2,0.5,5
