accuracy,f1,roc_auc,fold
0.5333333333333333,0.36363636363636365,0.5089285714285714,1
0.5333333333333333,0.2222222222222222,0.5803571428571428,2
0.42857142857142855,0.6,0.7142857142857142,3
0.42857142857142855,0.0,0.3673469387755102,4
0.5714285714285714,0.25,0.7448979591836734,5
