iter	Logloss
244	0.04770491826
245	0.04763671527
246	0.04716247779
247	0.04688535134
248	0.04648890098
249	0.04587931205
250	0.04574422959
251	0.04570108499
252	0.04552799616
253	0.04521124485
254	0.04476882708
255	0.04466029772
256	0.04442761342
257	0.04427276514
258	0.04405691532
259	0.04388493147
260	0.04373991184
261	0.04339616115
262	0.04301060469
263	0.04282702697
264	0.04268469719
265	0.04223534236
266	0.04192167062
267	0.04148427798
268	0.04139215824
269	0.04117173262
270	0.04062692324
271	0.04048324243
272	0.04032305112
273	0.03992300767
274	0.03976973204
275	0.03954167855
276	0.03942168676
277	0.03915920777
278	0.03894547163
279	0.0386928106
280	0.03846400823
281	0.03830326062
282	0.03810054828
283	0.0377719601
284	0.03769278985
285	0.03740095175
286	0.03707730006
287	0.03669716456
288	0.03628639839
289	0.03619618905
290	0.03605602643
291	0.03591688321
292	0.03572515188
293	0.03529625214
294	0.03510341125
295	0.03505916473
296	0.03468964192
297	0.03438182825
298	0.03425531204
299	0.03421164323
300	0.03415751916
301	0.03412005382
302	0.03394594406
303	0.03367828864
304	0.03354019232
305	0.03324309679
306	0.03297046362
307	0.03283670163
308	0.03275199884
309	0.03269413954
310	0.03256677511
311	0.03252018109
312	0.03240584104
313	0.03222640661
314	0.03200824903
315	0.03179691388
316	0.03159548839
317	0.03132530512
318	0.03124889961
319	0.03119998253
320	0.0311470368
321	0.03103964451
322	0.03089572069
323	0.03068369627
324	0.03050488692
325	0.03043033832
326	0.03035843831
327	0.03025615979
328	0.03011643428
329	0.02982301131
330	0.02957326327
331	0.02934903059
332	0.02918711228
333	0.02896178991
334	0.02883215898
335	0.02866216195
336	0.02842383354
337	0.02835613031
338	0.0282851534
339	0.02818983793
340	0.02811900622
341	0.02774004447
342	0.02760528448
343	0.02738843362
344	0.02712299121
345	0.02697874033
346	0.02689835506
347	0.02679239328
348	0.02673443006
349	0.02641857129
350	0.02634039445
351	0.02625729335
352	0.02614578375
353	0.02611749294
354	0.02610185055
355	0.02608674459
356	0.02594573528
357	0.02592532146
358	0.0257775432
359	0.02573395234
360	0.02567621378
361	0.02550049317
362	0.02537275583
363	0.0252870902
364	0.02514487811
365	0.02509234655
366	0.02498127405
367	0.02480706496
368	0.02477547603
369	0.02468707775
370	0.02461865315
371	0.02456893218
372	0.02440620691
373	0.02437939858
374	0.02430442052
375	0.02420905767
376	0.02409857817
377	0.02406013012
378	0.02403413791
379	0.02400752673
380	0.02398879864
381	0.02396560785
382	0.02383093039
383	0.0237904191
384	0.02374036343
385	0.02364050425
386	0.02354722604
387	0.02347545288
388	0.02334976808
389	0.02325188808
390	0.02303577081
391	0.02294127758
392	0.02282154254
393	0.02274697102
394	0.02266032879
395	0.02263695919
396	0.02254894758
397	0.02252231653
398	0.02236755995
399	0.02226281319
