AUROC,Precision,Recall,Accuracy,F1,fold,thr
0.819047619047619,0.631578947368421,0.8571428571428571,0.6896551724137931,0.7272727272727273,1,0.48664870499049384
0.7440476190476191,0.6176470588235294,0.75,0.6551724137931034,0.6774193548387096,2,0.5056813599827438
0.805952380952381,0.6341463414634146,0.9285714285714286,0.7068965517241379,0.7536231884057971,3,0.4688935674983441
0.8513674197384066,0.71875,0.7931034482758621,0.7413793103448276,0.7540983606557377,4,0.5008003711669122
0.8525564803804994,0.7352941176470589,0.8620689655172413,0.7758620689655172,0.7936507936507936,5,0.5112096392135819
