AUROC,Precision,Recall,Accuracy,F1,fold,w,thr
0.8833333333333334,0.8076923076923077,0.75,0.7931034482758621,0.7777777777777778,1,0.5,0.4639321242482097
0.830952380952381,0.7777777777777778,0.75,0.7758620689655172,0.7636363636363637,2,0.5,0.4639756014250564
0.8535714285714285,0.6428571428571429,0.9642857142857143,0.7241379310344828,0.7714285714285715,3,0.5,0.39819580889260364
0.8549346016646849,0.6842105263157895,0.896551724137931,0.7413793103448276,0.7761194029850746,4,0.5,0.3998354645069193
0.8751486325802615,0.7105263157894737,0.9310344827586207,0.7758620689655172,0.8059701492537313,5,0.5,0.39838569238783256
