fold,loss,acc,f1,auc,n_val
1,3.1026077419519424,0.5340050377833753,0.6605504587155964,0.4704932621408594,397
2,2.1937330961227417,0.6382488479262672,0.6439909297052154,0.7010389326334208,434
3,2.605590826698712,0.6714975845410628,0.7404580152671756,0.7209359318473567,414
4,0.6932201215199062,0.6512820512820513,0.7224489795918367,0.6639592809183452,390
5,2.562118321657181,0.6520547945205479,0.7590132827324478,0.6440653669724771,365
