accuracy,f1,roc_auc,fold,model
0.6,0.6666666666666666,0.6849999999999999,1,xgboost
0.6666666666666666,0.7727272727272727,0.725,2,xgboost
0.6,0.7,0.6842105263157895,3,xgboost
0.7241379310344828,0.8095238095238095,0.7894736842105263,4,xgboost
0.7931034482758621,0.8421052631578947,0.8789473684210527,5,xgboost
