accuracy,f1,roc_auc,fold,model
0.6333333333333333,0.6857142857142857,0.66,1,lightgbm
0.7666666666666667,0.8205128205128205,0.73,2,lightgbm
0.7,0.7692307692307693,0.7320574162679425,3,lightgbm
0.7241379310344828,0.7777777777777778,0.7578947368421052,4,lightgbm
0.7586206896551724,0.8205128205128205,0.8526315789473683,5,lightgbm
